Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,SummaryQuote,Text
SPHS,"Sophiris Bio, Inc.",2.84,85505708.96,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs,"No business description found.
"
SORL,"SORL Auto Parts, Inc.",2.91,56177320.11,0,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl,"Incorporated on March 24, 1982, SORL Auto Parts, Inc. is a Delaware corporation.
Through its 90% ownership of the Ruili Group Ruian Auto Parts Co., Ltd., a
Sino-Foreign joint venture (the ""Joint Venture""), SORL Auto Parts, Inc.
(together with its subsidiaries, ""we,"" ""us,"" ""our"" or the ""Company"" or ""SORL"")
develops, manufactures and distributes automotive brake systems and other key
safety related auto parts to automotive original equipment manufacturers, or
OEMs, and the related aftermarket both in China and aboard. The Company's
products are used in different types of commercial vehicles, such as trucks and
buses. Automotive brake systems and other key safety related auto parts are
critical components that ensure driving safety.

 

The Joint Venture was formed in the People's Republic of China (""PRC"" or
""China"") as a Sino-Foreign joint venture on January 17, 2004, pursuant to the
terms of a Joint Venture Agreement (the ""JV Agreement"") between the Ruili Group
Co., Ltd.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SRNE,"Sorrento Therapeutics, Inc.",5.3,269677705.8,0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne,"We are a biopharmaceutical company engaged in the discovery, acquisition,
development and commercialization of proprietary drug therapeutics for
addressing significant unmet medical needs worldwide. Our primary therapeutic
focus is oncology, including the treatment of chronic cancer pain, but we are
also developing therapeutic products for other indications, including immunology
and infectious diseases. We currently have multiple clinical development
programs underway: (i) CAR-T programs for solid tumors, (ii) resiniferatoxin, or
RTX, a non-opiate, ultra-potent and selective agonist of the TRPV-1 receptor for
intractable pain in end-stage disease, and (iii) biosimilar/biobetter antibodies
clinical development programs.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SOHO,Sotherly Hotels Inc.,7.03,105096046.53,0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho,"Sotherly Hotels Inc. (the ""Company"") is a self-managed and self-administered
lodging real estate investment trust, or REIT, that was formed in August 2004 to
own, acquire, renovate and reposition full-service, primarily upscale and
upper-upscale hotel properties located in primary markets in the mid-Atlantic
and southern United States. On December 21, 2004, the Company successfully
completed its initial public offering and elected to be treated as a
self-advised REIT for federal income tax purposes. The Company conducts its
business through Sotherly Hotels LP, its operating partnership (the ""Operating
Partnership""), of which the Company is the general partner. The Company owns
approximately 86.8% of the partnership units in the Operating Partnership.
Limited partners (including certain of the Company's officers and directors) own
the remaining Operating Partnership units.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SOHOB,Sotherly Hotels Inc.,25.375,0,0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohob,"Sotherly Hotels Inc. (the ""Company"") is a self-managed and self-administered
lodging real estate investment trust, or REIT, that was formed in August 2004 to
own, acquire, renovate and reposition full-service, primarily upscale and
upper-upscale hotel properties located in primary markets in the mid-Atlantic
and southern United States. On December 21, 2004, the Company successfully
completed its initial public offering and elected to be treated as a
self-advised REIT for federal income tax purposes. The Company conducts its
business through Sotherly Hotels LP, its operating partnership (the ""Operating
Partnership""), of which the Company is the general partner. The Company owns
approximately 86.8% of the partnership units in the Operating Partnership.
Limited partners (including certain of the Company's officers and directors) own
the remaining Operating Partnership units.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SOHOM,Sotherly Hotels LP,26.3472,0,0,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom,"Sotherly Hotels Inc. (the ""Company"") is a self-managed and self-administered
lodging real estate investment trust, or REIT, that was formed in August 2004 to
own, acquire, renovate and reposition full-service, primarily upscale and
upper-upscale hotel properties located in primary markets in the mid-Atlantic
and southern United States. On December 21, 2004, the Company successfully
completed its initial public offering and elected to be treated as a
self-advised REIT for federal income tax purposes. The Company conducts its
business through Sotherly Hotels LP, its operating partnership (the ""Operating
Partnership""), of which the Company is the general partner. The Company owns
approximately 86.8% of the partnership units in the Operating Partnership.
Limited partners (including certain of the Company's officers and directors) own
the remaining Operating Partnership units.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SFBC,"Sound Financial Bancorp, Inc.",29.236,73049186.544,0,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc,"Certain matters discussed in this Form 10-K constitute forward-looking
statements within the meaning of the Private Securities Litigation Reform Act of
1995. These statements relate to our financial condition, results of operations,
plans, objectives, future performance or business. Forward-looking statements
are not statements of historical fact, are based on certain assumptions and are
generally identified by use of the words ""believes,"" ""expects,"" ""anticipates,""
""estimates,"" ""forecasts,"" ""intends,"" ""plans,"" ""targets,"" ""potentially,""
""probably,"" ""projects,"" ""outlook"" or similar expressions or future or
conditional verbs such as ""may,"" ""will,"" ""should,"" ""would"" and ""could.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SSB,South State Corporation,85.05,2059810641,0,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb,"South State Corporation (formerly First Financial Holdings, Inc. (from July 26,
2013 through June 29, 2014) and SCBT Financial Corporation (from February 20,
2004 through July 25, 2013)), headquartered in Columbia, South Carolina, is a
bank holding company incorporated in 1985 under the laws of South Carolina. We
provide a wide range of banking services and products to our customers through
our whollyÂ­owned bank subsidiary, South State Bank (formerly SCBT) (the ""Bank""),
a South CarolinaÂ­chartered commercial bank that opened for business in 1934. The
Bank operates Minis & Co., Inc. and First Southeast 401k Fiduciaries, both
wholly owned registered investment advisors, and First Southeast Investor
Services, a whollyÂ­owned limited service brokerÂ­dealer. We do not engage in any
significant operations other than the ownership of our banking subsidiary.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SFST,"Southern First Bancshares, Inc.",34.8,222116776.8,0,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst,"Southern First Bancshares, Inc. (the ""Company""), headquartered in Greenville,
South Carolina, is a bank holding company incorporated in March 1999 under the
laws of South Carolina that owns all of the capital stock of Southern First Bank
(the ""Bank""), a South Carolina state bank, and all of the stock of Greenville
First Statutory Trust I and II (collectively, the ""Trusts""). The Bank is a
commercial bank with nine retail offices located in Greenville, Columbia and
Charleston, South Carolina. The Bank is primarily engaged in the business of
accepting demand deposits and savings deposits insured by the Federal Deposit
Insurance Corporation (the ""FDIC"") and providing commercial, consumer and
mortgage loans to the general public. The Trusts are special purpose
subsidiaries organized for the sole purpose of issuing trust preferred
securities.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SMBC,"Southern Missouri Bancorp, Inc.",34.4,255828878.4,0,Finance,Banks,http://www.nasdaq.com/symbol/smbc,"Southern Missouri Bancorp, Inc. (""Company""), which changed its state of
incorporation to Missouri on April 1, 1999, was originally incorporated in
Delaware on December 30, 1993 for the purpose of becoming the holding company
for Southern Missouri Savings Bank upon completion of Southern Missouri Savings
Bank's conversion from a state chartered mutual savings and loan association to
a state chartered stock savings bank. As part of the conversion in April 1994,
the Company sold 1,803,201 shares of its common stock to the public. The
Company's Common Stock is quoted on the NASDAQ Global Market under the symbol
""SMBC"".
Southern Missouri Savings Bank was originally chartered as a mutual Missouri
savings and loan association in 1887. On June 20, 1995, it converted to a
federally chartered stock savings bank and took the name Southern Missouri
Savings Bank, FSB.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SONA,"Southern National Bancorp of Virginia, Inc.",16.16,198180470.88,0,Finance,Major Banks,http://www.nasdaq.com/symbol/sona,"Southern National Bancorp of Virginia, Inc. (""Southern National"", ""SNBV"", ""we""
or ""our"") is the bank holding company for Sonabank (""Sonabank"" or the ""Bank"") a
Virginia state chartered bank which commenced operations on April 14, 2005.
Sonabank provides a range of financial services to individuals and small and
medium sized businesses. Sonabank has fifteen branches in Virginia, located in
Fairfax County (Reston, McLean and Fairfax), in Charlottesville, Warrenton (2),
Middleburg, Leesburg (2), South Riding, Front Royal, New Market, Haymarket,
Richmond and Clifton Forge, and eight branches in Maryland, in Rockville, Shady
Grove, Frederick, Bethesda, Upper Marlboro, Brandywine, Owings and Huntingtown.
As of December 31, 2015, we reported, on a consolidated basis, total assets of
$1.0 billion, total loans, net of deferred fees, of $829.4 million, total
deposits of $825.3 million and shareholders' equity of $119.6 million.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SBSI,"Southside Bancshares, Inc.",36.26,1034200141.66,0,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi,"The disclosures set forth in this item are qualified by the section captioned
""Cautionary Notice Regarding Forward-Looking Statements"" in ""Item
7. Management's Discussion and Analysis of Financial Condition and Results of
Operations"" of this Annual Report on Form 10-K and other cautionary statements
set forth elsewhere in this report.
GENERAL
Southside Bancshares, Inc., incorporated in Texas in 1982, is a bank holding
company for Southside Bank, a Texas state bank headquartered in Tyler, Texas
that was formed in 1960. We operate through 60 banking centers, 18 of which are
located in grocery stores, and 26 motor bank facilities.
At December 31, 2015, our total assets were $5.16 billion, total loans were
$2.43 billion, deposits were $3.46 billion, and total equity was $444.1
million. For the years ended December 31, 2015 and 2014, our net income was
$44.0 million and $20.8 million and diluted earnings per common share were $1.73
and $1.04, respectively.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
OKSB,"Southwest Bancorp, Inc.",28.1,525016100.7,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb,"We are a financial holding company headquartered in Stillwater, Oklahoma for our
banking subsidiary, Bank SNB, a state-chartered member bank.  We were organized
in 1981 as the holding company for Bank SNB, which was chartered in 1894. We are
registered as a financial holding company pursuant to the Bank Holding Company
Act of 1956, as amended by the Financial Services Modernization Act or
Gramm-Leach-Bliley Act (the ""Holding Company Act""). As a financial

                                       3

 

 

--------------------------------------------------------------------------------
 

holding company, we are subject to supervision and regulation by the Federal
Reserve. Bank SNB's deposit accounts are insured by the Federal Deposit
Insurance Corporation (""FDIC"") to the maximum extent permitted by law.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SP,SP Plus Corporation,28.2,630455725.2,0,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp,"We are one of the leading providers of parking management, ground transportation
and other ancillary services to commercial, institutional and municipal clients
in the United States, Puerto Rico and Canada. Our services include a
comprehensive set of on-site parking management and ground transportation
services, which include facility maintenance, event logistics services,
training, scheduling and supervising all service personnel as well as providing
customer service, marketing, and accounting and revenue control functions
necessary to facilitate the operation of our clients' facilities or events. We
also provide a range of ancillary services such as airport and municipal shuttle
operations, valet services, taxi and livery dispatch services and municipal
meter revenue collection and enforcement services.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPAN,"Span-America Medical Systems, Inc.",21.4204,59026589.75,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span,"This annual report on Form 10-K includes forward-looking statements that
describe anticipated results for Span-America Medical Systems, Inc. (the
""Company,"" ""Span-America"" or ""we""). These statements are estimates or forecasts
about Span-America and its markets based on our beliefs, assumptions and
expectations. These forward-looking statements therefore involve numerous risks
and uncertainties. We wish to caution the reader that these forward-looking
statements, such as, but not limited to, our expectations for future sales or
future expenses, are only predictions. These forward-looking statements may be
generally identified by the use of forward-looking words and phrases, such as
""will,"" ""intends,"" ""would,"" ""estimates,"" ""continues,"" ""may,"" ""believes,""
""anticipates,"" ""should,"" ""optimistic"" and ""expects,"" and are based on the
Company's current expectations or beliefs concerning future events that involve
risks and uncertainties.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SGRP,"SPAR Group, Inc.",1.04,21465069.6,0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp,"SPAR Group, Inc. (""SGRP""), and its subsidiaries (together with SGRP, the ""SPAR
Group"" or the ""Company""), is a diversified international merchandising and
marketing services company and provides a broad array of services worldwide to
help companies improve their sales, operating efficiency and profits at retail
locations. The Company provides its merchandising and other marketing services
to manufacturers, distributors and retailers worldwide, primarily in mass
merchandisers, office supply, grocery, drug store, dollar, independent,
convenience, toy, home improvement and electronics stores. The Company also
provides furniture and other product assembly services in stores, homes and
offices. The Company has supplied these services in the United States since
certain of its predecessors were formed in 1979 and internationally since the
Company acquired its first international subsidiary in Japan in May of 2001.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPKE,"Spark Energy, Inc.",29.45,492442314.45,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke,"We are a growing independent retail energy services company first founded in
1999 that provides residential and commercial customers in competitive markets
across the United States with an alternative choice for their natural gas and
electricity. We purchase our natural gas and electricity supply from a variety
of wholesale providers and bill our customers monthly for the delivery of
natural gas and electricity based on their consumption at either a fixed or
variable price. Natural gas and electricity are then distributed to our
customers by local regulated utility companies through their existing
infrastructure.
We were formed as a Delaware corporation in April 2014 to act as a holding
company for the retail natural gas business and asset optimization activities
and the retail electricity business of our predecessor, Spark Energy Ventures,
LLC. On August 1, 2014, we completed an initial public offering (""IPO"") of
3,000,000 shares of our Class A common stock.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ONCE,"Spark Therapeutics, Inc.",56.01,1723598418.48,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once,"We are a leader in the field of gene therapy, seeking to transform the lives of
patients suffering from debilitating genetic diseases by developing one-time,
life-altering treatments. The goal of gene therapy is to overcome the effects of
a malfunctioning, disease-causing gene. Our product candidates have the
potential to provide long-lasting effects, dramatically and positively changing
the lives of patients with conditions where no, or only palliative, therapies
exist. Our initial focus is on treating orphan diseases, and we recently
reported statistically significant results in a pivotal Phase 3 clinical trial
of our first product candidate targeting rare genetic blinding conditions, which
has received both breakthrough therapy and orphan product designation. Based on
these positive results, we intend to submit a Biologics License Application, or
BLA, for this product candidate with the U.S.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPAR,"Spartan Motors, Inc.",8.35,287268164.55,0,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar,"When used in this Form 10-K, ""Company"", ""we"", ""us"" or ""our"" refers to Spartan
Motors, Inc. and, depending on the context, could also be used to refer
generally to the Company and its subsidiaries, which are described below.

 

General

 

Spartan Motors, Inc. was organized as a Michigan corporation on September 18,
1975, and is headquartered in Charlotte, Michigan. Spartan Motors began
development of its first product that same year and shipped its first fire truck
chassis in October 1975.

 

We are known as a leading, niche market engineer and manufacturer in the
heavy-duty, custom vehicles marketplace. Our operating activities are conducted
through our wholly-owned operating subsidiary, Spartan Motors USA, Inc.
(""Spartan USA""), with locations in Charlotte, Michigan; Brandon, South Dakota;
Ephrata, Pennsylvania; and Bristol and Wakarusa, Indiana. Spartan USA was
formerly known as Crimson Fire, Inc.

 

We recently completed a corporate reorganization.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPTN,SpartanNash Company,38.83,1455395889.09,0,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn,"SpartanNash Company (together with its subsidiaries, ""SpartanNash"" or ""the
Company"") is a leading multi-regional grocery distributor and grocery retailer
and the largest distributor, by revenue, of grocery products to military
commissaries in the United States. The Company's core businesses include
distributing grocery products to military commissaries and exchanges and
independent and corporate-owned retail stores primarily located in 47 states and
the District of Columbia, Europe, Cuba, Puerto Rico, Bahrain, and Egypt. The
Company operates three reportable business segments: Military, Food Distribution
and Retail. For the fiscal year ended January 2, 2016, the Company generated net
sales of approximately $7.7 billion.

Established in 1917 as a cooperative grocery distributor, Spartan Stores Inc.
(""Spartan Stores"") converted to a for-profit business corporation in 1973.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,24.5515,12275750,0,n/a,n/a,http://www.nasdaq.com/symbol/dwfi,"The SPDR Dorsey Wright Fixed Income Allocation ETF seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the Dorsey Wright Fixed Income Allocation Index."
SPPI,"Spectrum Pharmaceuticals, Inc.",4.6,370566496.4,0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi,"Our primary strategy is comprised of acquiring, developing, and commercializing
a broad and diverse pipeline of late-stage clinical and commercial products. In
addition to an efficient in-house clinical development organization with
regulatory and data management capabilities, we have established a commercial
infrastructure for our marketed products. Currently, we have six approved
oncology/hematology products that target different types of non-Hodgkin's
lymphoma (""NHL""), advanced metastatic colorectal cancer, acute lymphoblastic
leukemia (""ALL""), and multiple myeloma (""MM"").
We also have two drugs in late stage development:
*SPI-2012, is being developed for chemotherapy-induced neutropenia in patients
with breast cancer.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ANY,Sphere 3D Corp.,0.365,18937295,0,Technology,EDP Services,http://www.nasdaq.com/symbol/any,"Sphere 3D delivers containerization and virtualization technologies along with
data management products that enable workload-optimized solutions. We achieve
this through a combination of containerized applications, virtual desktops,
virtual storage and physical hyper-converged platforms. Our products allow
organizations to deploy a combination of public, private or hybrid cloud
strategies while backing them up with the latest storage solutions. Sphere 3D,
along with its wholly-owned subsidiaries Overland Storage and Tandberg Data, has
a portfolio of brands including Glassware, SnapCLOUD(TM), SnapScaleÂ®, SnapServerÂ®,
V3Â®, RDXÂ®, and NEOÂ®.
We have a global presence and maintains offices in multiple locations. Executive
offices and our primary operations are conducted from our San Jose, California
and San Diego, California locations. The Company's virtualization product
development is primarily done from its research and development center near
Toronto, Canada.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPEX,Spherix Incorporated,1.1888,5731153.6816,0,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex,"We are an intellectual property company that owns patented and unpatented
intellectual property. Spherix Incorporated was formed in 1967 as a scientific
research company and for much of our history pursued drug development, including
through Phase III clinical studies, which were largely discontinued in 2012. In
2012 and 2013, we shifted our focus to being a firm that owns, develops,
acquires and monetizes intellectual property assets. Through our acquisitions of
108 patents and patent applications from Rockstar Consortium US, LP (""Rockstar"")
and acquisition of several hundred patents issued to Harris Corporation as a
result of our acquisition of North South Holdings, Inc. (""North South""), we have
expanded our activities in wireless communications and telecommunication sectors
including antenna technology, Wi-Fi, base station functionality and cellular. 

 

During July 2013, we acquired 7 patents in the field of mobile communications
from Rockstar.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPI,"SPI Energy Co., Ltd.",1.69,106125488.43,0,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi,"No business description found.
"
SAVE,"Spirit Airlines, Inc.",55.81,3868888501.76,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save,"Spirit Airlines is an ultra low-cost, low-fare airline that offers affordable
travel to price-conscious customers. Our all-Airbus Fit FleetTM, the youngest
fleet of any major U.S. airline, currently operates more than 385 daily flights
to 56 destinations in the United States, Caribbean and Latin America. Our stock
trades on the NASDAQ Global Select Stock Market under the symbol ""SAVE.""

Our ultra low-cost carrier, or ULCC, business model allows us to compete
principally by offering customers our Bare Fares TM, which are unbundled base
fares that remove components traditionally included in the price of an airline
ticket. We then give customers Frill Control TM, which provides customers the
freedom to save by paying only for the options they choose such as bags, advance
seat assignments and refreshments. We record revenue related to these options in
our financial statements as non-ticket revenue.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPLK,Splunk Inc.,53.82,7301262749.04,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk,"Splunk provides innovative software solutions that enable organizations to gain
real-time operational intelligence by harnessing the value of their data. Our
offerings enable users to collect, index, search, explore, monitor and analyze
data regardless of format or source. Our offerings address large and diverse
data sets commonly referred to as big data and are specifically tailored for
machine data. Machine data is produced by nearly every software application and
electronic device in an organization and contains a definitive, time-stamped
record of various activities, such as transactions, customer and user
activities, and security threats.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPOK,"Spok Holdings, Inc.",20.7,425144300.4,0,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok,"We are a holding company, which, primarily acting through our indirect
wholly-owned subsidiary, Sp?k, Inc., is a comprehensive provider of critical
communication solutions for enterprises. We are a leader in critical
communication for healthcare, government, public safety and other industries. We
deliver smart, reliable solutions to help protect the health, well-being and
safety of people around the globe. Organizations worldwide rely on Sp?k for
workflow improvement, secure texting, paging services, contact center
optimization and public safety response. Our product offerings are capable of
addressing a customer's mission critical communications needs.
Our principal office is located at 6850 Versar Center, Suite 420, Springfield,
Virginia 22151, and our telephone number is 800-611-8488. We maintain an
Internet website at http://www.spok.com.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",8.24,348099615.76,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh,"Sportsman's Warehouse is a high-growth outdoor sporting goods retailer focused
on meeting the everyday needs of the seasoned outdoor veteran, the first-time
participant and every enthusiast in between. Our mission is to provide a
one-stop shopping experience that equips our customers with the right hunting,
shooting, fishing and camping gear to maximize their enjoyment of the outdoors.
We strive to accomplish this goal by tailoring our broad and deep merchandise
assortment to meet local conditions and demand, offering everyday low prices,
providing friendly support from our knowledgeable, highly trained staff and
offering extensive in-store events and educational programming. These core
strategies help position Sportsman's Warehouse as the ""local outdoor experts""
and the preferred place to both shop and share outdoor-based experiences in the
communities we serve.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SBPH,"Spring Bank Pharmaceuticals, Inc.",7.49,58182177.69,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph,"We are a clinical-stage biopharmaceutical company engaged in the discovery and
development of a novel class of therapeutics using our proprietary small
molecule nucleic acid hybrid, or SMNH, chemistry platform. Our SMNH compounds
are small segments of nucleic acids that we design to selectively target and
modulate the activity of specific proteins implicated in various disease states.
We are developing our most advanced SMNH product candidate, SB 9200, for the
treatment of viral diseases. We have designed SB 9200 to selectively activate
within infected cells the cellular pattern recognition receptors retinoic
acid-inducible gene 1, or RIG-I, and nucleotide-binding oligomerization
domain-containing protein 2, or NOD2, to inhibit viral replication and to cause
the induction of intracellular interferon signaling pathways for antiviral
defense.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
FUND,"Sprott Focus Trust, Inc.",7.02,168491393.46,0,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/fund,"No business description found.
"
SFM,"Sprouts Farmers Market, Inc.",19.72,2806732060.64,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm,"Sprouts Farmers Market operates as a healthy grocery store that offers fresh,
natural and organic food that includes fresh produce, bulk foods, vitamins and
supplements, grocery, meat and seafood, deli, bakery, dairy, frozen foods, body
care and natural household items catering to consumers' growing interest in
eating and living healthier. Since our founding in 2002, we have grown rapidly,
significantly increasing our sales, store count and profitability. With 224
stores in 13 states as of February 25, 2016, we are one of the largest specialty
retailers of fresh, natural and organic food in the United States.

At Sprouts, we believe healthy living is a journey and every meal is a choice.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SPSC,"SPS Commerce, Inc.",72,1226840544,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc,"We are a leading provider of cloud-based supply chain management solutions,
providing network-proven integrations and comprehensive retail performance
analytics to thousands of customers worldwide. We provide our solutions through
the SPS Commerce platform, a cloud-based product suite that improves the way
suppliers, retailers, distributors and other customers place, manage and fulfill
orders. Implementing and maintaining supply chain management capabilities is
resource intensive and not a core competency for most businesses. The SPS
Commerce platform eliminates the need for on-premise software and support staff,
which enables our supplier customers to focus their resources on their core
business. The SPS Commerce platform enables retailers and suppliers to shorten
supply cycle times, optimize inventory levels and sell-through, reduce costs and
ensure suppliers satisfy exacting retailer requirements.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SSNC,"SS&C Technologies Holdings, Inc.",31.12,6311612384.96,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc,"We are a leading provider of mission-critical, sophisticated software products
and software-enabled services that allow financial services providers to
automate complex business processes and effectively manage their information
processing requirements. Our portfolio of software products and rapidly
deployable software-enabled services allows our clients to automate and
integrate front-office functions such as trading and modeling, middle-office
functions such as portfolio management and reporting, and back-office functions
such as accounting, performance measurement, reconciliation, reporting,
processing and clearing. Our solutions enable our clients to focus on core
operations, better monitor and manage investment performance and risk, improve
operating efficiency and reduce operating costs.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
STAA,STAAR Surgical Company,9.75,395938656.75,0,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa,"STAAR Surgical Company designs, develops, manufactures and sells implantable
lenses for the eye and delivery systems used to deliver the lenses into the eye.
We are the leading maker of lenses used worldwide in corrective or ""refractive""
surgery. Our goal is to position our refractive lenses throughout the world as
primary and premium solutions for patients seeking visual freedom from wearing
glasses or contact lenses while achieving excellent visual acuity through
refractive vision correction. We also make lenses for use in surgery that treats
cataracts.

 

Originally incorporated in California in 1982, STAAR Surgical Company
reincorporated in Delaware in 1986. Unless the context indicates otherwise,
""we,"" ""us,"" the ""Company,"" and ""STAAR"" refer to STAAR Surgical Company and its
consolidated subsidiaries.

 

A glossary explaining many of the technical terms used in this report begins on
page 14.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
STAF,"Staffing 360 Solutions, Inc.",0.7099,6488340.4705,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf,"Staffing 360 Solutions, Inc. (""we,"" ""us,"" ""our,"" ""Staffing 360,"" or the
""Company"") was incorporated in the State of Nevada on December 22, 2009, as
Golden Fork Corporation (""Golden Fork""), which changed its name to Staffing 360
Solutions, Inc., ticker symbol ""STAF"", on March 16, 2012. As a rapidly growing
public company in the international staffing sector, our high-growth business
model is based on finding and acquiring, suitable, mature, profitable,
operating, domestic and international staffing companies. Our targeted
consolidation model is focused specifically on the accounting and finance,
information technology (""IT""), engineering, administration and light industrial
disciplines.

All amounts in this Annual Report are expressed in thousands, except share and
per share amounts, unless otherwise indicated.

Business Model and Acquisitions

We are a high-growth international staffing company engaged in the acquisition
of United States (""U.S.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
STMP,Stamps.com Inc.,118.3,2017299038.3,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp,"Stamps.comÂ® is the leading provider of Internet-based mailing and shipping
solutions. Under the Stamps.com and EndiciaÂ® branded solutions, our customers
use our service to mail and ship a variety of mail pieces, including postcards,
envelopes, flats and packages, using a wide range of United States Postal
Service (""USPS"") mail classes, including First Class MailÂ®, Priority MailÂ®,
Priority Mail ExpressÂ®, Media MailÂ®, Parcel SelectÂ®, and others. Customers using
our service receive discounted postage rates compared to USPS retail on certain
mail pieces such as First Class letters and domestic and international Priority
Mail and Priority Mail Express packages. Our customers include individuals,
small businesses, home offices, medium-size businesses and large enterprises,
and within these categories we target both mailers and shippers. We were the
first ever USPS-licensed vendor to offer mailing and shipping in a software-only
business model in 1999.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
STLY,"Stanley Furniture Company, Inc.",0.93,13700945.07,0,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly,"Established in 1924, we are a leading design, marketing and overseas sourcing
resource in the middle-to-upscale segment of the wood residential furniture
market.  We offer a diversified product line supported by an overseas sourcing
model.  We market our brands through a network of brick-and-mortar furniture
retailers, online retailers and interior designers worldwide.  We also market
and sell directly to the consumer through a localized approach to e-commerce
order fulfillment through our brick-and-mortar customers.  We were incorporated
in Delaware in 1984.

 

Products

 

Our products are marketed as fashionable wood residential home furnishings which
differentiate from other products in the market through styling execution as
well as wide selections for the entire home including dining, bedroom, living
room, home office, home entertainment, accent items and nursery and youth
furniture.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
